XtID,tID,Gene_Symbol
X3168136,3168136,MSMP
X3204877,3204877,MSMP
X3979659,3979659,MSN
X3125571,3125571,MSR1
X3085403,3085403,MSRA
X3238761,3238761,MSRB2
X3420151,3420151,MSRB3
X2322710,2322710,MST1P9
X2398601,2398601,MST1P9
X2674919,2674919,MST1R
X3991109,3991109,MST4
X2591988,2591988,MSTN
X2361101,2361101,MSTO1
X2716655,2716655,MSX1
X2841964,2841964,MSX2
X3728615,3728615,MSX2P1
X3728617,3728617,MSX2P1
X3662139,3662139,MT1E
X3662201,3662201,MT1F
X3692999,3692999,MT1G
X3662130,3662130,MT1L
X3662150,3662150,MT1M
X3662247,3662247,MT1X
X3662106,3662106,MT2A
X3662093,3662093,MT3
X3554728,3554728,MTA1
X3375862,3375862,MTA2
X2478928,2478928,MTA3
X3113456,3113456,MTBP
X2952102,2952102,MTCH1
X3372368,3372368,MTCH2
X4027708,4027708,MTCP1
X3108433,3108433,MTDH
X3060917,3060917,MTERF
X3145586,3145586,MTERFD1
X2607020,2607020,MTERFD2
X3469844,3469844,MTERFD3
X2407405,2407405,MTF1
X4043922,4043922,MTF1
X2346934,2346934,MTF2
X3629376,3629376,MTFMT
X3629378,3629378,MTFMT
X3101385,3101385,MTFR1
X3272834,3272834,MTG1
X3540007,3540007,MTHFD1
X2931391,2931391,MTHFD1L
X2489172,2489172,MTHFD2
X2731417,2731417,MTHFD2L
X2396817,2396817,MTHFR
X3635125,3635125,MTHFS
X3703408,3703408,MTHFSD
X2553730,2553730,MTIF2
X3379597,3379597,MTL5
X3994795,3994795,MTM1
X3994846,3994846,MTMR1
X3586834,3586834,MTMR10
X3615985,3615985,MTMR10
X2434178,2434178,MTMR11
X2852274,2852274,MTMR12
X2609770,2609770,MTMR14
X2609818,2609818,MTMR14
X3387483,3387483,MTMR2
X3942179,3942179,MTMR3
X3764471,3764471,MTMR4
X3125815,3125815,MTMR7
X3125817,3125817,MTMR7
X3125819,3125819,MTMR7
X4010681,4010681,MTMR8
X3085874,3085874,MTMR9
X2404958,2404958,MTMR9L
X2913594,2913594,MTO1
X2396537,2396537,MTOR
X3283378,3283378,MTPAP
X3026074,3026074,MTPN
X3026077,3026077,MTPN
X2387006,2387006,MTR
X2387080,2387080,MTR
X3511189,3511189,MTRF1
X2980258,2980258,MTRF1L
X2800906,2800906,MTRR
X3151970,3151970,MTSS1
X3667362,3667362,MTSS1L
X3697183,3697183,MTSS1L
X2737257,2737257,MTTP
X3125915,3125915,MTUS1
X3483424,3483424,MTUS2
X3483468,3483468,MTUS2
X3483635,3483635,MTUS2
X2360773,2360773,MTX1
X2517013,2517013,MTX2
X2864352,2864352,MTX3
X2437118,2437118,MUC1
X3016002,3016002,MUC12
X2692883,2692883,MUC13
X3849298,3849298,MUC16
X3411634,3411634,MUC19
X3411658,3411658,MUC19
X3316600,3316600,MUC2
X2712236,2712236,MUC4
X3316707,3316707,MUC5B
X3358618,3358618,MUC6
X2730431,2730431,MUC7
X3416702,3416702,MUCL1
X3537557,3537557,MUDENG
X2400193,2400193,MUL1
X3815757,3815757,MUM1
X3986168,3986168,MUM1L1
X3182262,3182262,MURC
X3335643,3335643,MUS81
X3184710,3184710,MUSK
X2676454,2676454,MUSTN1
X2956438,2956438,MUT
X2940826,2940826,MUTED
X2410111,2410111,MUTYH
X3704299,3704299,MVD
X3431220,3431220,MVK
X3655723,3655723,MVP
X3922100,3922100,MX1
X3922037,3922037,MX2
X2487549,2487549,MXD1
X2888674,2888674,MXD3
X2715282,2715282,MXD4
X2715285,2715285,MXD4
X2757751,2757751,MXD4
X3263624,3263624,MXI1
X3997825,3997825,MXRA5
X3771744,3771744,MXRA7
X2391465,2391465,MXRA8
X3841076,3841076,MYADM
X2547751,2547751,MYADML
X2926802,2926802,MYB
X3742130,3742130,MYBBP1A
X3138760,3138760,MYBL1
X3886223,3886223,MYBL2
X3428596,3428596,MYBPC1
X3839360,3839360,MYBPC2
X3372129,3372129,MYBPC3
X2451567,2451567,MYBPH
X2426982,2426982,MYBPHL
X3115504,3115504,MYC
X3518496,3518496,MYCBP2
X3726498,3726498,MYCBPAP
X2408146,2408146,MYCL1
X2470838,2470838,MYCN
X2931970,2931970,MYCT1
X2617563,2617563,MYD88
X3593014,3593014,MYEF2
X3622934,3622934,MYEF2
X3338060,3338060,MYEOV
X2606643,2606643,MYEOV2
X3745287,3745287,MYH1
X3744463,3744463,MYH10
X3682028,3682028,MYH11
X3745088,3745088,MYH13
X3839206,3839206,MYH14
X2687892,2687892,MYH15
X3014588,3014588,MYH16
X3745351,3745351,MYH2
X3745429,3745429,MYH3
X3745225,3745225,MYH4
X3557430,3557430,MYH6
X3557504,3557504,MYH7
X3883129,3883129,MYH7B
X3745161,3745161,MYH8
X3959451,3959451,MYH9
X2597389,2597389,MYL1
X3064689,3064689,MYL10
X2672442,2672442,MYL3
X2714200,2714200,MYL5
X3417457,3417457,MYL6
X3417435,3417435,MYL6B
X3048447,3048447,MYL7
X3883921,3883921,MYL9
X2896484,2896484,MYLIP
X2692443,2692443,MYLK
X2692447,2692447,MYLK
X3881503,3881503,MYLK2
X3689981,3689981,MYLK3
X2938843,2938843,MYLK4
X3656151,3656151,MYLPF
X2651671,2651671,MYNN
X2850071,2850071,MYO10
X3712978,3712978,MYO15A
X3734966,3734966,MYO15B
X3500850,3500850,MYO16
X3751323,3751323,MYO18A
X3940751,3940751,MYO18B
X3458248,3458248,MYO1A
X2520429,2520429,MYO1B
X3740201,3740201,MYO1C
X3752709,3752709,MYO1D
X3626826,3626826,MYO1E
X3849044,3849044,MYO1F
X3048918,3048918,MYO1G
X3431071,3431071,MYO1H
X3239584,3239584,MYO3A
X2514745,2514745,MYO3B
X3624603,3624603,MYO5A
X3624605,3624605,MYO5A
X3624607,3624607,MYO5A
X3807595,3807595,MYO5B
X3624513,3624513,MYO5C
X2914070,2914070,MYO6
X2914150,2914150,MYO6
X3341221,3341221,MYO7A
X2504645,2504645,MYO7B
X3631794,3631794,MYO9A
X3823982,3823982,MYO9B
X3300597,3300597,MYOF
X2451544,2451544,MYOG
X3796428,3796428,MYOM1
X3082990,3082990,MYOM2
X2401670,2401670,MYOM3
X2830465,2830465,MYOT
X2741206,2741206,MYOZ2
X2835619,2835619,MYOZ3
X3865785,3865785,MYPOP
X2618499,2618499,MYRIP
X2414998,2414998,MYSM1
X3656855,3656855,MYST1
X3725779,3725779,MYST2
X3133135,3133135,MYST3
X3252382,3252382,MYST4
X3893973,3893973,MYT1
X2466822,2466822,MYT1L
X3873017,3873017,MZF1
X3690597,3690597,N4BP1
X2724585,2724585,N4BP2
X3508642,3508642,N4BP2L1
X3508644,3508644,N4BP2L1
X2843560,2843560,N4BP3
X3927903,3927903,N6AMT1
X3504392,3504392,N6AMT2
X2744597,2744597,NAA15
X3486883,3486883,NAA16
X3878934,3878934,NAA20
X3471819,3471819,NAA25
X3537604,3537604,NAA30
X3334087,3334087,NAA40
X2689208,2689208,NAA50
X2773872,2773872,NAAA
X3344142,3344142,NAALAD2
X3377385,3377385,NAALADL1
X2653047,2653047,NAALADL2
X2653084,2653084,NAALADL2
X2653114,2653114,NAALADL2
X2520225,2520225,NAB1
X3417809,3417809,NAB2
X3458097,3458097,NACA
X3109600,3109600,NACAP1
X3822195,3822195,NACC1
X3229628,3229628,NACC2
X2391687,2391687,NADK
X3338968,3338968,NADSYN1
X3695268,3695268,NAE1
X2792069,2792069,NAF1
X3962219,3962219,NAGA
X2488038,2488038,NAGK
X3721795,3721795,NAGLU
X3678516,3678516,NAGPA
X3722700,3722700,NAGS
X3523318,3523318,NALCN
X3066818,3066818,NAMPT
X3403482,3403482,NANOGP1
X3266934,3266934,NANOS1
X3266951,3266951,NANOS1
X3822430,3822430,NANOS3
X3902051,3902051,NANP
X3181460,3181460,NANS
X4012511,4012511,NAP1L2
X4014759,4014759,NAP1L3
X3359469,3359469,NAP1L4
X2777447,2777447,NAP1L5
X3866605,3866605,NAPA
X3901191,3901191,NAPB
X3065480,3065480,NAPEPLD
X3778823,3778823,NAPG
X3157563,3157563,NAPRT1
X3868400,3868400,NAPSA
X3738901,3738901,NARF
X3675369,3675369,NARFL
X3627363,3627363,NARG2
X3809671,3809671,NARS
X3383322,3383322,NARS2
X2334404,2334404,NASP
X3087947,3087947,NAT1
X3326252,3326252,NAT10
X3842264,3842264,NAT14
X3645901,3645901,NAT15
X2559637,2559637,NAT8B
X2715222,2715222,NAT8L
X3770390,3770390,NAT9
X2374746,2374746,NAV1
X2374868,2374868,NAV1
X3323052,3323052,NAV2
X3423301,3423301,NAV2
X2541230,2541230,NBAS
X3485292,3485292,NBEA
X2523478,2523478,NBEAL1
X2523538,2523538,NBEAL1
X2523540,2523540,NBEAL1
X2621122,2621122,NBEAL2
X2752085,2752085,NBLA00301
X3143970,3143970,NBN
X2398287,2398287,NBPF1
X2324341,2324341,NBPF3
X2431066,2431066,NBPF7
X2432947,2432947,NBPF8
X2355365,2355365,NBPF9
X3722417,3722417,NBR1
X3722384,3722384,NBR2
X3147173,3147173,NCALD
X3349293,3349293,NCAM1
X3915936,3915936,NCAM2
X3916056,3916056,NCAM2
X3825609,3825609,NCAN
X3402571,3402571,NCAPD2
X3399545,3399545,NCAPD3
X3082181,3082181,NCAPG2
X2494484,2494484,NCAPH
X3950872,3950872,NCAPH2
X3181302,3181302,NCBP1
X3216969,3216969,NCBP1
X3216993,3216993,NCBP1
X2713074,2713074,NCBP2
X3832865,3832865,NCCRP1
X2329887,2329887,NCDN
X2705748,2705748,NCEH1
X2447414,2447414,NCF2
X2644155,2644155,NCK1
X2498143,2498143,NCK2
X2590736,2590736,NCKAP1
X3416577,3416577,NCKAP1L
X2577028,2577028,NCKAP5
X2577106,2577106,NCKAP5
X2577198,2577198,NCKAP5
X2577213,2577213,NCKAP5
X3454092,3454092,NCKAP5L
X3454113,3454113,NCKAP5L
X2673648,2673648,NCKIPSD
X2603460,2603460,NCL
X3816834,3816834,NCLN
X2473149,2473149,NCOA1
X3139722,3139722,NCOA2
X3887635,3887635,NCOA3
X3246372,3246372,NCOA4
X3907652,3907652,NCOA5
X3903525,3903525,NCOA6
X2924514,2924514,NCOA7
X3746881,3746881,NCOR1
X3436386,3436386,NCOR2
X3476457,3476457,NCOR2
X2906749,2906749,NCR2
X2949132,2949132,NCR3
X3202256,3202256,NCRNA00032
X2445876,2445876,NCRNA00083
X3839880,3839880,NCRNA00085
X3992041,3992041,NCRNA00086
X4022956,4022956,NCRNA00087
X3193227,3193227,NCRNA00094
X2763185,2763185,NCRNA00099
X3917455,3917455,NCRNA00110
X3922245,3922245,NCRNA00112
X2390976,2390976,NCRNA00115
X2570291,2570291,NCRNA00116
X2642952,2642952,NCRNA00119
X2492496,2492496,NCRNA00152
X3927081,3927081,NCRNA00158
X3917073,3917073,NCRNA00161
X2576788,2576788,NCRNA00164
X3651684,3651684,NCRNA00169
X2948104,2948104,NCRNA00171
X3433466,3433466,NCRNA00173
X3053827,3053827,NCRNA00174
X3893891,3893891,NCRNA00176
X3843975,3843975,NCRNA00181
X4012613,4012613,NCRNA00182
X4012686,4012686,NCRNA00182
X3981735,3981735,NCRNA00183
X3981824,3981824,NCRNA00183
X4035762,4035762,NCRNA00185
X3712098,3712098,NCRNA00188
X2464489,2464489,NCRNA00201
X2464493,2464493,NCRNA00201
X3948216,3948216,NCRNA00207
X2994172,2994172,NCRNA00213
X3976364,3976364,NCRNA00236
X3191352,3191352,NCS1
X2363084,2363084,NCSTN
X3649811,3649811,NDE1
X3709685,3709685,NDEL1
X2833078,2833078,NDFIP1
X3495076,3495076,NDFIP2
X3613725,3613725,NDN
X3615556,3615556,NDNL2
X4051591,4051591,NDOR1
X4006280,4006280,NDP
X3154317,3154317,NDRG1
X3555736,3555736,NDRG2
X3904527,3904527,NDRG3
X3663287,3663287,NDRG4
X2835531,2835531,NDST1
X3294816,3294816,NDST2
X2740896,2740896,NDST3
X2782822,2782822,NDST4
X3988987,3988987,NDUFA1
X2606574,2606574,NDUFA10
X3847515,3847515,NDUFA11
X3466284,3466284,NDUFA12
X3825823,3825823,NDUFA13
X2878446,2878446,NDUFA2
X3841198,3841198,NDUFA3
X3038617,3038617,NDUFA4
X3458400,3458400,NDUFA4L2
X3458424,3458424,NDUFA4L2
X3070658,3070658,NDUFA5
X3962260,3962260,NDUFA6
X3848885,3848885,NDUFA7
X3224197,3224197,NDUFA8
X3401878,3401878,NDUFA9
X3685306,3685306,NDUFAB1
X3619991,3619991,NDUFAF1
X2811247,2811247,NDUFAF2
X2621949,2621949,NDUFAF3
X2965674,2965674,NDUFAF4
X3576937,3576937,NDUFB1
X3576953,3576953,NDUFB1
X3644220,3644220,NDUFB10
X4007009,4007009,NDUFB11
X3027538,3027538,NDUFB2
X2522598,2522598,NDUFB3
X2654069,2654069,NDUFB5
X3203162,3203162,NDUFB6
X3852823,3852823,NDUFB7
X3303530,3303530,NDUFB8
X3114649,3114649,NDUFB9
X2786578,2786578,NDUFC1
X3383138,3383138,NDUFC2
X2363525,2363525,NDUFS2
X3329904,3329904,NDUFS3
X2809423,2809423,NDUFS4
X2331178,2331178,NDUFS5
X2799184,2799184,NDUFS6
X3815809,3815809,NDUFS7
X3337360,3337360,NDUFS8
X3337196,3337196,NDUFV1
X3922921,3922921,NDUFV3
X3335230,3335230,NEAT1
X2581000,2581000,NEB
X3280573,3280573,NEBL
X3106479,3106479,NECAB1
X3671552,3671552,NECAB2
X3903089,3903089,NECAB3
X3403567,3403567,NECAP1
X2322389,2322389,NECAP2
X3427352,3427352,NEDD1
X3625539,3625539,NEDD4
X3789947,3789947,NEDD4L
X3790156,3790156,NEDD4L
X3557986,3557986,NEDD8
X2941784,2941784,NEDD9
X3942021,3942021,NEFH
X3128271,3128271,NEFL
X3128262,3128262,NEFM
X2418078,2418078,NEGR1
X3086181,3086181,NEIL2
X2793221,2793221,NEK1
X2666807,2666807,NEK10
X2666878,2666878,NEK10
X2666880,2666880,NEK10
X2666882,2666882,NEK10
X2666884,2666884,NEK10
X2642441,2642441,NEK11
X2454444,2454444,NEK2
X3514849,3514849,NEK3
X2676352,2676352,NEK4
X3514804,3514804,NEK5
X2373736,2373736,NEK7
X3715809,3715809,NEK8
X3572278,3572278,NEK9
X3230968,3230968,NELF
X3323556,3323556,NELL1
X3451814,3451814,NELL2
X2379068,2379068,NENF
X3601051,3601051,NEO1
X2438411,2438411,NES
X3233182,3233182,NET1
X3812922,3812922,NETO1
X3690154,3690154,NETO2
X2949471,2949471,NEU1
X3340410,3340410,NEU3
X3340432,3340432,NEU3
X2536887,2536887,NEU4
X3262279,3262279,NEURL
X2841120,2841120,NEURL1B
X2565369,2565369,NEURL3
X2590491,2590491,NEUROD1
X3755790,3755790,NEUROD2
X3044518,3044518,NEUROD6
X2782267,2782267,NEUROG2
X2343231,2343231,NEXN
X3717052,3717052,NF1
X3717248,3717248,NF1
X3717250,3717250,NF1
X3942062,3942062,NF2
X3962401,3962401,NFAM1
X2376168,2376168,NFASC
X3666779,3666779,NFAT5
X3696650,3696650,NFAT5
X3696666,3696666,NFAT5
X3795184,3795184,NFATC1
X3909553,3909553,NFATC2
X3655140,3655140,NFATC2IP
X3666033,3666033,NFATC3
X3529908,3529908,NFATC4
X3725035,3725035,NFE2L1
X2588827,2588827,NFE2L2
X3042415,3042415,NFE2L3
X3199207,3199207,NFIB
X3199391,3199391,NFIB
X3199407,3199407,NFIB
X3816919,3816919,NFIC
X3214451,3214451,NFIL3
X3822122,3822122,NFIX
X2737717,2737717,NFKB1
X3261643,3261643,NFKB2
X3561039,3561039,NFKBIA
X3832760,3832760,NFKBIB
X3860101,3860101,NFKBID
X2955076,2955076,NFKBIE
X2902385,2902385,NFKBIL1
X3158642,3158642,NFKBIL2
X3398076,3398076,NFRKB
X3904189,3904189,NFS1
X2558118,2558118,NFU1
X3166880,3166880,NFX1
X2768273,2768273,NFXL1
X3468925,3468925,NFYB
X2332013,2332013,NFYC
X2408390,2408390,NFYC
X3572975,3572975,NGB
X3529156,3529156,NGDN
X2603987,2603987,NGEF
X3725685,3725685,NGFR
X3985534,3985534,NGFRAP1
X2666566,2666566,NGLY1
X2780060,2780060,NHEDC1
X2780099,2780099,NHEDC2
X2599823,2599823,NHEJ1
X2353310,2353310,NHLH2
X2429613,2429613,NHLH2
X2944021,2944021,NHLRC1
X3265133,3265133,NHLRC2
X3643011,3643011,NHLRC4
X3962054,3962054,NHP2L1
X3970338,3970338,NHS
X2976448,2976448,NHSL1
X3981333,3981333,NHSL2
X2674526,2674526,NICN1
X2462160,2462160,NID1
X3564620,3564620,NID2
X3564071,3564071,NIN
X3215146,3215146,NINJ1
X3439732,3439732,NINJ2
X3901955,3901955,NINL
X3666686,3666686,NIP7
X3613300,3613300,NIPA2
X3146012,3146012,NIPAL2
X2325410,2325410,NIPAL3
X2837401,2837401,NIPAL4
X2806799,2806799,NIPBL
X3956909,3956909,NIPSNAP1
X3182957,3182957,NIPSNAP3A
X2623859,2623859,NISCH
X2363389,2363389,NIT1
X2633631,2633631,NIT2
X2404344,2404344,NKAIN1
X2924081,2924081,NKAIN2
X3913737,3913737,NKAIN4
X4019611,4019611,NKAP
X2900405,2900405,NKAPL
X2798952,2798952,NKD2
X3868998,3868998,NKG7
X2666103,2666103,NKIRAS1
X3721579,3721579,NKIRAS2
X4019465,4019465,NKRF
X2619344,2619344,NKTR
X2757176,2757176,NKX1-1
X3311190,3311190,NKX1-2
X3900545,3900545,NKX2-2
X3127978,3127978,NKX3-1
X3314614,3314614,NKX6-2
X3132927,3132927,NKX6-3
X3753448,3753448,NLE1
X3753452,3753452,NLE1
X2652801,2652801,NLGN1
X3708553,3708553,NLGN2
X3980835,3980835,NLGN3
X3998247,3998247,NLGN4X
X4030371,4030371,NLGN4Y
X4030478,4030478,NLGN4Y
X3715368,3715368,NLK
X2812359,2812359,NLN
X3677662,3677662,NLRC3
X2547454,2547454,NLRC4
X3662444,3662444,NLRC5
X3871662,3871662,NLRP11
X3871702,3871702,NLRP13
X3841901,3841901,NLRP2
X2390050,2390050,NLRP3
X3870970,3870970,NLRP7
X3636985,3636985,NMB
X2650538,2650538,NMD3
X3726934,3726934,NME1
X3726960,3726960,NME2
X3676113,3676113,NME3
X3642815,3642815,NME4
X2877231,2877231,NME5
X2443235,2443235,NME7
X2580955,2580955,NMI
X2319518,2319518,NMNAT1
X2447324,2447324,NMNAT2
X2697902,2697902,NMNAT3
X3678147,3678147,NMRAL1
X3723264,3723264,NMT1
X3279108,3279108,NMT2
X2770039,2770039,NMU
X2603544,2603544,NMUR1
X2882325,2882325,NMUR2
X3884266,3884266,NNAT
X3349858,3349858,NNMT
X2808438,2808438,NNT
X3696697,3696697,NOB1
X4054639,4054639,NOC2L
X3301011,3301011,NOC3L
X3439013,3439013,NOC4L
X3044072,3044072,NOD1
X3660175,3660175,NOD2
X3293390,3293390,NODAL
X3727928,3727928,NOG
X2540210,2540210,NOL10
X3732373,3732373,NOL11
X3944902,3944902,NOL12
X3665262,3665262,NOL3
X3203582,3203582,NOL6
X2895721,2895721,NOL7
X2942504,2942504,NOL7
X3214749,3214749,NOL8
X2394784,2394784,NOL9
X3261492,3261492,NOLC1
X3033847,3033847,NOM1
X3649320,3649320,NOMO1
X3980887,3980887,NONO
X3617403,3617403,NOP10
X2758076,2758076,NOP14
X2888284,2888284,NOP16
X3442024,3442024,NOP2
X3873874,3873874,NOP56
X2523144,2523144,NOP58
X3473524,3473524,NOS1
X3750369,3750369,NOS2
X3031711,3031711,NOS3
X3867928,3867928,NOSIP
X2514216,2514216,NOSTRIN
X3230141,3230141,NOTCH1
X2355833,2355833,NOTCH2NL
X3853108,3853108,NOTCH3
X2949901,2949901,NOTCH4
X3113202,3113202,NOV
X3558745,3558745,NOVA1
X3865807,3865807,NOVA2
X4015481,4015481,NOX1
X3385951,3385951,NOX4
X3599561,3599561,NOX5
X4050590,4050590,NOXA1
X2496382,2496382,NPAS2
X3531736,3531736,NPAS3
X3336197,3336197,NPAS4
X3390067,3390067,NPAT
X3801411,3801411,NPC1
X3048712,3048712,NPC1L1
X3571904,3571904,NPC2
X3230697,3230697,NPDC1
X3891006,3891006,NPEPL1
X3891048,3891048,NPEPL1
X3724698,3724698,NPEPPS
X3456251,3456251,NPFF
X3293312,3293312,NPFFR1
X2730933,2730933,NPFFR2
X2570238,2570238,NPHP1
X2695701,2695701,NPHP3
X2394361,2394361,NPHP4
X3860045,3860045,NPHS1
X3652077,3652077,NPIPL3
X2370926,2370926,NPL
X3774029,3774029,NPLOC4
X3089049,3089049,NPM2
X3304004,3304004,NPM3
X2738378,2738378,NPNT
X2396858,2396858,NPPB
X2603669,2603669,NPPC
X2359780,2359780,NPR1
X3168160,3168160,NPR2
X2805635,2805635,NPR3
X2675268,2675268,NPRL2
X3674886,3674886,NPRL3
X2996753,2996753,NPSR1
X3632492,3632492,NPTN
X3773426,3773426,NPTX1
X3014347,3014347,NPTX2
X3960902,3960902,NPTXR
X3042063,3042063,NPVF
X2993124,2993124,NPY
X2792127,2792127,NPY1R
X2748723,2748723,NPY2R
X2750198,2750198,NPY5R
X2830450,2830450,NPY6R
X2892275,2892275,NQO2
X4003857,4003857,NR0B1
X3756046,3756046,NR1D1
X2614142,2614142,NR1D2
X3839276,3839276,NR1H2
X3329685,3329685,NR1H3
X2638177,2638177,NR1I2
X2363579,2363579,NR1I3
X2440744,2440744,NR1I3
X3466315,3466315,NR2C1
X2612175,2612175,NR2C2
X3855596,3855596,NR2C2AP
X2920327,2920327,NR2E1
X3600489,3600489,NR2E3
X2820394,2820394,NR2F1
X3610110,3610110,NR2F2
X3854297,3854297,NR2F6
X2879312,2879312,NR3C1
X2788926,2788926,NR3C2
X3415229,3415229,NR4A1
X3181976,3181976,NR4A3
X2374126,2374126,NR5A2
X2621204,2621204,NRADDP
X3307580,3307580,NRAP
X2429261,2429261,NRAS
X3248897,3248897,NRBF2
X2474527,2474527,NRBP1
X3067478,3067478,NRCAM
X2412529,2412529,NRD1
X3023565,3023565,NRF1
X3092808,3092808,NRG1
X2878074,2878074,NRG2
X3254779,3254779,NRG3
X3633699,3633699,NRG4
X3354227,3354227,NRGN
X3925639,3925639,NRIP1
X3925666,3925666,NRIP1
X3440568,3440568,NRIP2
X3362159,3362159,NRIP3
X3986087,3986087,NRK
X3557756,3557756,NRL
X2940145,2940145,NRN1
X3284302,3284302,NRP1
X2524301,2524301,NRP2
X2898371,2898371,NRSN1
X3873115,3873115,NRSN2
X2552643,2552643,NRXN1
X3376914,3376914,NRXN2
X3545634,3545634,NRXN3
X3316234,3316234,NS3BP
X2842951,2842951,NSD1
X2843057,2843057,NSD1
X3995371,3995371,NSDHL
X3724197,3724197,NSF
X3894637,3894637,NSFL1C
X3724047,3724047,NSFP1
X2454838,2454838,NSL1
X3136782,3136782,NSMAF
X3686080,3686080,NSMCE1
X3114878,3114878,NSMCE2
X3310479,3310479,NSMCE4A
X2847292,2847292,NSUN2
X2632491,2632491,NSUN3
X2334706,2334706,NSUN4
X3055999,3055999,NSUN5
X3280224,3280224,NSUN6
X2724853,2724853,NSUN7
X3770588,3770588,NT5C
X2408028,2408028,NT5C1A
X3304624,3304624,NT5C2
X3045004,3045004,NT5C3
X3757399,3757399,NT5C3L
X2922521,2922521,NT5DC1
X2676182,2676182,NT5DC2
X3468743,3468743,NT5DC3
X2500976,2500976,NT5DC4
X2915828,2915828,NT5E
X3712517,3712517,NT5M
X3681674,3681674,NTAN1
X3402150,3402150,NTF3
X3676395,3676395,NTHL1
X3356539,3356539,NTM
X3709838,3709838,NTN1
X3709932,3709932,NTN1
X3644840,3644840,NTN3
X3466556,3466556,NTN4
X2349863,2349863,NTNG1
X3192353,3192353,NTNG2
X2361761,2361761,NTRK1
X3177111,3177111,NTRK2
X3177261,3177261,NTRK2
X3637800,3637800,NTRK3
X3637804,3637804,NTRK3
X3637808,3637808,NTRK3
X3637814,3637814,NTRK3
X3637816,3637816,NTRK3
X3637818,3637818,NTRK3
X3637985,3637985,NTRK3
X3424898,3424898,NTS
X3892873,3892873,NTSR1
X2540658,2540658,NTSR2
X3469597,3469597,NUAK1
X2452405,2452405,NUAK2
X3032017,3032017,NUB1
X3644162,3644162,NUBP2
X3531355,3531355,NUBPL
X3838019,3838019,NUCB1
X3322251,3322251,NUCB2
X2376632,2376632,NUCKS1
X2376636,2376636,NUCKS1
X2452637,2452637,NUCKS1
X2326799,2326799,NUDC
X3148796,3148796,NUDCD1
X2885099,2885099,NUDCD2
X3048631,3048631,NUDCD3
X2987410,2987410,NUDT1
X3977590,3977590,NUDT10
X4008427,4008427,NUDT11
X2869438,2869438,NUDT12
X3251619,3251619,NUDT13
X3294231,3294231,NUDT13
X3581485,3581485,NUDT14
X3488942,3488942,NUDT15
X2642562,2642562,NUDT16
X2642543,2642543,NUDT16P1
X2432647,2432647,NUDT17
X3829061,3829061,NUDT19
X3829074,3829074,NUDT19
X3167383,3167383,NUDT2
X3692895,3692895,NUDT21
X3334298,3334298,NUDT22
X3334300,3334300,NUDT22
X2951087,2951087,NUDT3
X3426169,3426169,NUDT4
X3277751,3277751,NUDT5
X3669514,3669514,NUDT7
X2734992,2734992,NUDT9
X3300038,3300038,NUDT9P1
X2364438,2364438,NUF2
X3512449,3512449,NUFIP1
X3751463,3751463,NUFIP2
X3380901,3380901,NUMA1
X3571347,3571347,NUMB
X3421177,3421177,NUP107
X2943808,2943808,NUP153
X2853768,2853768,NUP155
X3190822,3190822,NUP188
X3025884,3025884,NUP205
X2663551,2663551,NUP210
X2436467,2436467,NUP210L
X3191900,3191900,NUP214
X2518743,2518743,NUP35
X3468261,3468261,NUP37
X2979056,2979056,NUP43
X3948461,3948461,NUP50
X3948489,3948489,NUP50
X3948491,3948491,NUP50
X2773997,2773997,NUP54
X2774041,2774041,NUP54
X2774043,2774043,NUP54
X2774047,2774047,NUP54
X4017281,4017281,NUP62CL
X3734708,3734708,NUP85
X3742652,3742652,NUP88
X3662265,3662265,NUP93
X3359910,3359910,NUP98
X3482219,3482219,NUPL1
X2992766,2992766,NUPL2
X3654699,3654699,NUPR1
X2923060,2923060,NUS1
X3590388,3590388,NUSAP1
X3665857,3665857,NUTF2
X2458017,2458017,NVL
X3823861,3823861,NWD1
X3376155,3376155,NXF1
X4016319,4016319,NXF3
X3985169,3985169,NXF4
X4015929,4015929,NXF5
X3739867,3739867,NXN
X3178480,3178480,NXNL2
X2989764,2989764,NXPH1
X2578610,2578610,NXPH2
X3725714,3725714,NXPH3
X3417988,3417988,NXPH4
X3880175,3880175,NXT1
X3986933,3986933,NXT2
X3529951,3529951,NYNRIN
X3529966,3529966,NYNRIN
X3529972,3529972,NYNRIN
X3529974,3529974,NYNRIN
X3529976,3529976,NYNRIN
X3529982,3529982,NYNRIN
X3529984,3529984,NYNRIN
X3529986,3529986,NYNRIN
X3529988,3529988,NYNRIN
X3529990,3529990,NYNRIN
X3529992,3529992,NYNRIN
X3529994,3529994,NYNRIN
X3529996,3529996,NYNRIN
X3974904,3974904,NYX
X3352404,3352404,OAF
X3432438,3432438,OAS1
X3432514,3432514,OAS2
X3432467,3432467,OAS3
X3311157,3311157,OAT
X3816380,3816380,OAZ1
X3629206,3629206,OAZ2
X2359113,2359113,OAZ3
X3304995,3304995,OBFC1
X3305013,3305013,OBFC1
X3305015,3305015,OBFC1
X3305017,3305017,OBFC1
X2520533,2520533,OBFC2A
X3417485,3417485,OBFC2B
X2383999,2383999,OBSCN
X2384198,2384198,OBSCN
X2600237,2600237,OBSL1
X3614774,3614774,OCA2
X3824124,3824124,OCEL1
X2726483,2726483,OCIAD1
X2768654,2768654,OCIAD2
X2372169,2372169,OCLM
X2375338,2375338,OCR1
X3990374,3990374,OCRL
