"","scorecutoff","tissue","which.one","gene","ensgene","module","p.val.mods"
"ENSG00000056972","1","cogdnotxad","rosmap","ENSG00000056972","ENSG00000056972","mediumpurple3","0.1716"
"ENSG00000065308","1","cogdnotxad","rosmap","ENSG00000065308","ENSG00000065308","maroon","1.937e-05"
"ENSG00000186439","1","cogdnotxad","rosmap","ENSG00000186439","ENSG00000186439","lightcyan1","0.1708"
"ENSG00000124731","1","cogdnotxad","rosmap","ENSG00000124731","ENSG00000124731","void","1"
"ENSG00000095970","1","cogdnotxad","rosmap","ENSG00000095970","ENSG00000095970","tan","7.401e-07"
"ENSG00000161911","1","cogdnotxad","rosmap","ENSG00000161911","ENSG00000161911","tan","7.401e-07"
"ENSG00000112195","1","cogdnotxad","rosmap","ENSG00000112195","ENSG00000112195","void","1"
"ENSG00000188056","1","cogdnotxad","rosmap","ENSG00000188056","ENSG00000188056","void","1"
"ENSG00000124496","1","cogdnotxad","rosmap","ENSG00000124496","ENSG00000124496","darkgreen","0.9493"
"ENSG00000112343","1","cogdnotxad","rosmap","ENSG00000112343","ENSG00000112343","maroon","1.937e-05"
"ENSG00000066651","1","cogdnotxad","rosmap","ENSG00000066651","ENSG00000066651","blue","0.9971"
"ENSG00000189241","1","cogdnotxad","rosmap","ENSG00000189241","ENSG00000189241","midnightblue","0.054"
"ENSG00000187189","1","cogdnotxad","rosmap","ENSG00000187189","ENSG00000187189","green","0.003341"
"ENSG00000146216","1","cogdnotxad","rosmap","ENSG00000146216","ENSG00000146216","red","0.004044"
"ENSG00000112742","1","cogdnotxad","rosmap","ENSG00000112742","ENSG00000112742","void","1"
"ENSG00000120440","1","cogdnotxad","rosmap","ENSG00000120440","ENSG00000120440","void","1"
"TTRAP","1","cogdnotxad","rosmap","TTRAP","TTRAP","void","1"
"ENSG00000137267","1","cogdnotxad","rosmap","ENSG00000137267","ENSG00000137267","royalblue","0.0004978"
"ENSG00000137285","1","cogdnotxad","rosmap","ENSG00000137285","ENSG00000137285","mediumpurple3","0.1716"
"ENSG00000264528","1","cogdnotxad","rosmap","ENSG00000264528","ENSG00000264528","void","1"
"ENSG00000112041","1","cogdnotxad","rosmap","ENSG00000112041","ENSG00000112041","void","1"
"ENSG00000130338","1","cogdnotxad","rosmap","ENSG00000130338","ENSG00000130338","pink","4.708e-05"
"ENSG00000164440","1","cogdnotxad","rosmap","ENSG00000164440","ENSG00000164440","greenyellow","0.2597"
"ENSG00000239264","1","cogdnotxad","rosmap","ENSG00000239264","ENSG00000239264","magenta","1.356e-05"
"UBE2CBP","1","cogdnotxad","rosmap","UBE2CBP","UBE2CBP","void","1"
"ENSG00000198833","1","cogdnotxad","rosmap","ENSG00000198833","ENSG00000198833","maroon","1.937e-05"
"ENSG00000024048","1","cogdnotxad","rosmap","ENSG00000024048","ENSG00000024048","plum2","0.003351"
"ENSG00000065060","1","cogdnotxad","rosmap","ENSG00000065060","ENSG00000065060","darkturquoise","0.3335"
"ENSG00000111981","1","cogdnotxad","rosmap","ENSG00000111981","ENSG00000111981","void","1"
"ENSG00000131015","1","cogdnotxad","rosmap","ENSG00000131015","ENSG00000131015","sienna3","0.005939"
"ENSG00000131019","1","cogdnotxad","rosmap","ENSG00000131019","ENSG00000131019","void","1"
"ENSG00000124602","1","cogdnotxad","rosmap","ENSG00000124602","ENSG00000124602","blue","0.9971"
"ENSG00000112494","1","cogdnotxad","rosmap","ENSG00000112494","ENSG00000112494","void","1"
"ENSG00000123552","1","cogdnotxad","rosmap","ENSG00000123552","ENSG00000123552","thistle1","0.003231"
"ENSG00000164663","1","cogdnotxad","rosmap","ENSG00000164663","ENSG00000164663","salmon","2.443e-07"
"ENSG00000111962","1","cogdnotxad","rosmap","ENSG00000111962","ENSG00000111962","violet","0.322"
"ENSG00000152818","1","cogdnotxad","rosmap","ENSG00000152818","ENSG00000152818","skyblue","3.291e-06"
"ENSG00000231116","1","cogdnotxad","rosmap","ENSG00000231116","ENSG00000231116","void","1"
"ENSG00000112715","1","cogdnotxad","rosmap","ENSG00000112715","ENSG00000112715","sienna3","0.005939"
"ENSG00000170162","1","cogdnotxad","rosmap","ENSG00000170162","ENSG00000170162","void","1"
"ENSG00000146469","1","cogdnotxad","rosmap","ENSG00000146469","ENSG00000146469","lavenderblush3","0.0507"
"ENSG00000112299","1","cogdnotxad","rosmap","ENSG00000112299","ENSG00000112299","void","1"
"ENSG00000112303","1","cogdnotxad","rosmap","ENSG00000112303","ENSG00000112303","void","1"
"ENSG00000093134","1","cogdnotxad","rosmap","ENSG00000093134","ENSG00000093134","void","1"
"ENSG00000206286","1","cogdnotxad","rosmap","ENSG00000206286","ENSG00000206286","void","1"
"ENSG00000009844","1","cogdnotxad","rosmap","ENSG00000009844","ENSG00000009844","plum1","2.509e-14"
"ENSG00000112290","1","cogdnotxad","rosmap","ENSG00000112290","ENSG00000112290","thistle1","0.003231"
"ENSG00000184465","1","cogdnotxad","rosmap","ENSG00000184465","ENSG00000184465","orange","0.9852"
"ENSG00000236222","1","cogdnotxad","rosmap","ENSG00000236222","ENSG00000236222","void","1"
"ENSG00000266134","1","cogdnotxad","rosmap","ENSG00000266134","ENSG00000266134","void","1"
"ENSG00000124535","1","cogdnotxad","rosmap","ENSG00000124535","ENSG00000124535","darkorange","0.7711"
"ENSG00000146457","1","cogdnotxad","rosmap","ENSG00000146457","ENSG00000146457","magenta","1.356e-05"
"ENSG00000124571","1","cogdnotxad","rosmap","ENSG00000124571","ENSG00000124571","magenta","1.356e-05"
"ENSG00000137207","1","cogdnotxad","rosmap","ENSG00000137207","ENSG00000137207","cyan","0.7456"
"ENSG00000204366","1","cogdnotxad","rosmap","ENSG00000204366","ENSG00000204366","white","0.3026"
"ENSG00000181472","1","cogdnotxad","rosmap","ENSG00000181472","ENSG00000181472","plum2","0.003351"
"ENSG00000227780","1","cogdnotxad","rosmap","ENSG00000227780","ENSG00000227780","void","1"
"ENSG00000112365","1","cogdnotxad","rosmap","ENSG00000112365","ENSG00000112365","honeydew1","1"
"ENSG00000236515","1","cogdnotxad","rosmap","ENSG00000236515","ENSG00000236515","void","1"
"ENSG00000178199","1","cogdnotxad","rosmap","ENSG00000178199","ENSG00000178199","tan","7.401e-07"
"ENSG00000175048","1","cogdnotxad","rosmap","ENSG00000175048","ENSG00000175048","skyblue3","0.03455"
"ENSG00000156639","1","cogdnotxad","rosmap","ENSG00000156639","ENSG00000156639","ivory","5.414e-07"
"ENSG00000223858","1","cogdnotxad","rosmap","ENSG00000223858","ENSG00000223858","void","1"
"ENSG00000189298","1","cogdnotxad","rosmap","ENSG00000189298","ENSG00000189298","thistle2","0.9925"
"ENSG00000187626","1","cogdnotxad","rosmap","ENSG00000187626","ENSG00000187626","darkslateblue","0.9963"
"ENSG00000197279","1","cogdnotxad","rosmap","ENSG00000197279","ENSG00000197279","darkolivegreen","0.09873"
"ENSG00000096654","1","cogdnotxad","rosmap","ENSG00000096654","ENSG00000096654","palevioletred3","0.172"
"ZNF187","1","cogdnotxad","rosmap","ZNF187","ZNF187","void","1"
"ZNF192","1","cogdnotxad","rosmap","ZNF192","ZNF192","void","1"
"ZNF193","1","cogdnotxad","rosmap","ZNF193","ZNF193","void","1"
"ENSG00000188994","1","cogdnotxad","rosmap","ENSG00000188994","ENSG00000188994","darkred","1"
"ENSG00000171467","1","cogdnotxad","rosmap","ENSG00000171467","ENSG00000171467","salmon","2.443e-07"
"ZNF322A","1","cogdnotxad","rosmap","ZNF322A","ZNF322A","void","1"
"ZNF323","1","cogdnotxad","rosmap","ZNF323","ZNF323","void","1"
"ENSG00000124613","1","cogdnotxad","rosmap","ENSG00000124613","ENSG00000124613","darkorange","0.7711"
"ENSG00000112200","1","cogdnotxad","rosmap","ENSG00000112200","ENSG00000112200","blue","0.9971"
"ENSG00000065029","1","cogdnotxad","rosmap","ENSG00000065029","ENSG00000065029","orange","0.9852"
"ENSG00000196812","1","cogdnotxad","rosmap","ENSG00000196812","ENSG00000196812","purple","0.09035"
"ENSG00000187987","1","cogdnotxad","rosmap","ENSG00000187987","ENSG00000187987","void","1"
"ENSG00000153975","1","cogdnotxad","rosmap","ENSG00000153975","ENSG00000153975","blue","0.9971"
"7A5","1","cogdnotxad","rosmap","7A5","7A5","void","1"
"ENSG00000008311","1","cogdnotxad","rosmap","ENSG00000008311","ENSG00000008311","blue","0.9971"
"ENSG00000179869","1","cogdnotxad","rosmap","ENSG00000179869","ENSG00000179869","void","1"
"ENSG00000085563","1","cogdnotxad","rosmap","ENSG00000085563","ENSG00000085563","skyblue","3.291e-06"
"ENSG00000005471","1","cogdnotxad","rosmap","ENSG00000005471","ENSG00000005471","violet","0.322"
"ENSG00000004846","1","cogdnotxad","rosmap","ENSG00000004846","ENSG00000004846","void","1"
"ENSG00000197150","1","cogdnotxad","rosmap","ENSG00000197150","ENSG00000197150","lightgreen","0.8457"
"ENSG00000033050","1","cogdnotxad","rosmap","ENSG00000033050","ENSG00000033050","yellow","0.9861"
"ENSG00000106077","1","cogdnotxad","rosmap","ENSG00000106077","ENSG00000106077","turquoise","1"
"ENSG00000002726","1","cogdnotxad","rosmap","ENSG00000002726","ENSG00000002726","void","1"
"ACCN3","1","cogdnotxad","rosmap","ACCN3","ACCN3","void","1"
"ENSG00000087085","1","cogdnotxad","rosmap","ENSG00000087085","ENSG00000087085","brown","1"
"ENSG00000196636","1","cogdnotxad","rosmap","ENSG00000196636","ENSG00000196636","royalblue","0.0004978"
"ENSG00000075624","1","cogdnotxad","rosmap","ENSG00000075624","ENSG00000075624","blue","0.9971"
"ENSG00000077080","1","cogdnotxad","rosmap","ENSG00000077080","ENSG00000077080","midnightblue","0.054"
"ENSG00000133627","1","cogdnotxad","rosmap","ENSG00000133627","ENSG00000133627","lightyellow","0.05217"
"ENSG00000008277","1","cogdnotxad","rosmap","ENSG00000008277","ENSG00000008277","thistle1","0.003231"
"ENSG00000133597","1","cogdnotxad","rosmap","ENSG00000133597","ENSG00000133597","cyan","0.7456"
"ENSG00000164742","1","cogdnotxad","rosmap","ENSG00000164742","ENSG00000164742","lightyellow","0.05217"
"ENSG00000078549","1","cogdnotxad","rosmap","ENSG00000078549","ENSG00000078549","ivory","5.414e-07"
"ENSG00000106624","1","cogdnotxad","rosmap","ENSG00000106624","ENSG00000106624","mediumpurple3","0.1716"
"ENSG00000006530","1","cogdnotxad","rosmap","ENSG00000006530","ENSG00000006530","blue","0.9971"
"ENSG00000106541","1","cogdnotxad","rosmap","ENSG00000106541","ENSG00000106541","void","1"
"ENSG00000173467","1","cogdnotxad","rosmap","ENSG00000173467","ENSG00000173467","void","1"
"ENSG00000158467","1","cogdnotxad","rosmap","ENSG00000158467","ENSG00000158467","ivory","5.414e-07"
"ENSG00000106546","1","cogdnotxad","rosmap","ENSG00000106546","ENSG00000106546","darkturquoise","0.3335"
"ENSG00000127914","1","cogdnotxad","rosmap","ENSG00000127914","ENSG00000127914","darkred","1"
"ENSG00000085662","1","cogdnotxad","rosmap","ENSG00000085662","ENSG00000085662","lightsteelblue1","0.02599"
"ENSG00000198074","1","cogdnotxad","rosmap","ENSG00000198074","ENSG00000198074","void","1"
"ENSG00000122787","1","cogdnotxad","rosmap","ENSG00000122787","ENSG00000122787","void","1"
"ENSG00000160993","1","cogdnotxad","rosmap","ENSG00000160993","ENSG00000160993","lightsteelblue1","0.02599"
"ENSG00000078053","1","cogdnotxad","rosmap","ENSG00000078053","ENSG00000078053","midnightblue","0.054"
"ENSG00000174945","1","cogdnotxad","rosmap","ENSG00000174945","ENSG00000174945","skyblue3","0.03455"
"ENSG00000001629","1","cogdnotxad","rosmap","ENSG00000001629","ENSG00000001629","salmon","2.443e-07"
"ENSG00000106524","1","cogdnotxad","rosmap","ENSG00000106524","ENSG00000106524","blue","0.9971"
"ENSG00000106013","1","cogdnotxad","rosmap","ENSG00000106013","ENSG00000106013","void","1"
"ENSG00000011426","1","cogdnotxad","rosmap","ENSG00000011426","ENSG00000011426","pink","4.708e-05"
"ENSG00000136250","1","cogdnotxad","rosmap","ENSG00000136250","ENSG00000136250","tan","7.401e-07"
"ENSG00000106367","1","cogdnotxad","rosmap","ENSG00000106367","ENSG00000106367","darkolivegreen","0.09873"
"ENSG00000221838","1","cogdnotxad","rosmap","ENSG00000221838","ENSG00000221838","orange","0.9852"
"ENSG00000240583","1","cogdnotxad","rosmap","ENSG00000240583","ENSG00000240583","mediumpurple3","0.1716"
"ENSG00000004059","1","cogdnotxad","rosmap","ENSG00000004059","ENSG00000004059","turquoise","1"
"ENSG00000050327","1","cogdnotxad","rosmap","ENSG00000050327","ENSG00000050327","navajowhite2","0.9996"
"ENSG00000122644","1","cogdnotxad","rosmap","ENSG00000122644","ENSG00000122644","darkgreen","0.9493"
"ENSG00000170632","1","cogdnotxad","rosmap","ENSG00000170632","ENSG00000170632","darkturquoise","0.3335"
"ENSG00000241685","1","cogdnotxad","rosmap","ENSG00000241685","ENSG00000241685","darkmagenta","0.1144"
"ENSG00000130429","1","cogdnotxad","rosmap","ENSG00000130429","ENSG00000130429","tan","7.401e-07"
"ARS2","1","cogdnotxad","rosmap","ARS2","ARS2","void","1"
"ENSG00000146926","1","cogdnotxad","rosmap","ENSG00000146926","ENSG00000146926","void","1"
"ENSG00000146809","1","cogdnotxad","rosmap","ENSG00000146809","ENSG00000146809","void","1"
"ENSG00000005981","1","cogdnotxad","rosmap","ENSG00000005981","ENSG00000005981","darkorange2","0.001981"
"ENSG00000126522","1","cogdnotxad","rosmap","ENSG00000126522","ENSG00000126522","turquoise","1"
"ENSG00000070669","1","cogdnotxad","rosmap","ENSG00000070669","ENSG00000070669","royalblue","0.0004978"
"ENSG00000154438","1","cogdnotxad","rosmap","ENSG00000154438","ENSG00000154438","void","1"
"ENSG00000181652","1","cogdnotxad","rosmap","ENSG00000181652","ENSG00000181652","lavenderblush3","0.0507"
"ENSG00000241468","1","cogdnotxad","rosmap","ENSG00000241468","ENSG00000241468","darkmagenta","0.1144"
"ENSG00000105929","1","cogdnotxad","rosmap","ENSG00000105929","ENSG00000105929","yellow","0.9861"
"ENSG00000171130","1","cogdnotxad","rosmap","ENSG00000171130","ENSG00000171130","lightgreen","0.8457"
"ENSG00000128524","1","cogdnotxad","rosmap","ENSG00000128524","ENSG00000128524","steelblue","0.05112"
"ENSG00000146776","1","cogdnotxad","rosmap","ENSG00000146776","ENSG00000146776","midnightblue","0.054"
"ENSG00000158321","1","cogdnotxad","rosmap","ENSG00000158321","ENSG00000158321","lightcyan","0.8078"
"ENSG00000160862","1","cogdnotxad","rosmap","ENSG00000160862","ENSG00000160862","white","0.3026"
"ENSG00000006453","1","cogdnotxad","rosmap","ENSG00000006453","ENSG00000006453","maroon","1.937e-05"
"ENSG00000009954","1","cogdnotxad","rosmap","ENSG00000009954","ENSG00000009954","salmon","2.443e-07"
"ENSG00000122507","1","cogdnotxad","rosmap","ENSG00000122507","ENSG00000122507","darkmagenta","0.1144"
"ENSG00000075790","1","cogdnotxad","rosmap","ENSG00000075790","ENSG00000075790","greenyellow","0.2597"
"ENSG00000106635","1","cogdnotxad","rosmap","ENSG00000106635","ENSG00000106635","brown4","0.5351"
"ENSG00000105829","1","cogdnotxad","rosmap","ENSG00000105829","ENSG00000105829","darkmagenta","0.1144"
"BHLHB8","1","cogdnotxad","rosmap","BHLHB8","BHLHB8","void","1"
"ENSG00000106605","1","cogdnotxad","rosmap","ENSG00000106605","ENSG00000106605","steelblue","0.05112"
"ENSG00000164619","1","cogdnotxad","rosmap","ENSG00000164619","ENSG00000164619","greenyellow","0.2597"
"ENSG00000172331","1","cogdnotxad","rosmap","ENSG00000172331","ENSG00000172331","royalblue","0.0004978"
"ENSG00000157764","1","cogdnotxad","rosmap","ENSG00000157764","ENSG00000157764","greenyellow","0.2597"
"ENSG00000164713","1","cogdnotxad","rosmap","ENSG00000164713","ENSG00000164713","brown","1"
"ENSG00000106245","1","cogdnotxad","rosmap","ENSG00000106245","ENSG00000106245","navajowhite2","0.9996"
"ENSG00000136261","1","cogdnotxad","rosmap","ENSG00000136261","ENSG00000136261","blue","0.9971"
"ENSG00000106392","1","cogdnotxad","rosmap","ENSG00000106392","ENSG00000106392","plum1","2.509e-14"
"ENSG00000175600","1","cogdnotxad","rosmap","ENSG00000175600","ENSG00000175600","darkorange2","0.001981"
"C7orf11","1","cogdnotxad","rosmap","C7orf11","C7orf11","void","1"
"C7orf16","1","cogdnotxad","rosmap","C7orf16","C7orf16","void","1"
"C7orf20","1","cogdnotxad","rosmap","C7orf20","C7orf20","void","1"
"C7orf23","1","cogdnotxad","rosmap","C7orf23","C7orf23","void","1"
"C7orf24","1","cogdnotxad","rosmap","C7orf24","C7orf24","void","1"
"ENSG00000136197","1","cogdnotxad","rosmap","ENSG00000136197","ENSG00000136197","paleturquoise","1"
"ENSG00000146576","1","cogdnotxad","rosmap","ENSG00000146576","ENSG00000146576","brown4","0.5351"
"C7orf27","1","cogdnotxad","rosmap","C7orf27","C7orf27","void","1"
"C7orf28A","1","cogdnotxad","rosmap","C7orf28A","C7orf28A","void","1"
"C7orf28B","1","cogdnotxad","rosmap","C7orf28B","C7orf28B","void","1"
"ENSG00000188707","1","cogdnotxad","rosmap","ENSG00000188707","ENSG00000188707","skyblue3","0.03455"
"C7orf30","1","cogdnotxad","rosmap","C7orf30","C7orf30","void","1"
"ENSG00000153790","1","cogdnotxad","rosmap","ENSG00000153790","ENSG00000153790","royalblue","0.0004978"
"ENSG00000260557","1","cogdnotxad","rosmap","ENSG00000260557","ENSG00000260557","void","1"
"C7orf36","1","cogdnotxad","rosmap","C7orf36","C7orf36","void","1"
"C7orf38","1","cogdnotxad","rosmap","C7orf38","C7orf38","void","1"
"ENSG00000180354","1","cogdnotxad","rosmap","ENSG00000180354","ENSG00000180354","darkgrey","0.01056"
"C7orf42","1","cogdnotxad","rosmap","C7orf42","C7orf42","void","1"
"ENSG00000146826","1","cogdnotxad","rosmap","ENSG00000146826","ENSG00000146826","lightgreen","0.8457"
"C7orf44","1","cogdnotxad","rosmap","C7orf44","C7orf44","void","1"
"C7orf45","1","cogdnotxad","rosmap","C7orf45","C7orf45","void","1"
"C7orf46","1","cogdnotxad","rosmap","C7orf46","C7orf46","void","1"
"C7orf47","1","cogdnotxad","rosmap","C7orf47","C7orf47","void","1"
"ENSG00000122783","1","cogdnotxad","rosmap","ENSG00000122783","ENSG00000122783","violet","0.322"
"ENSG00000146540","1","cogdnotxad","rosmap","ENSG00000146540","ENSG00000146540","lightgreen","0.8457"
"C7orf51","1","cogdnotxad","rosmap","C7orf51","C7orf51","void","1"
"C7orf52","1","cogdnotxad","rosmap","C7orf52","C7orf52","void","1"
"C7orf53","1","cogdnotxad","rosmap","C7orf53","C7orf53","void","1"
"C7orf54","1","cogdnotxad","rosmap","C7orf54","C7orf54","void","1"
"ENSG00000164898","1","cogdnotxad","rosmap","ENSG00000164898","ENSG00000164898","steelblue","0.05112"
"ENSG00000164746","1","cogdnotxad","rosmap","ENSG00000164746","ENSG00000164746","void","1"
"C7orf58","1","cogdnotxad","rosmap","C7orf58","C7orf58","void","1"
"C7orf59","1","cogdnotxad","rosmap","C7orf59","C7orf59","void","1"
"ENSG00000164603","1","cogdnotxad","rosmap","ENSG00000164603","ENSG00000164603","plum2","0.003351"
"ENSG00000153956","1","cogdnotxad","rosmap","ENSG00000153956","ENSG00000153956","darkgreen","0.9493"
"ENSG00000081803","1","cogdnotxad","rosmap","ENSG00000081803","ENSG00000081803","darkorange","0.7711"
"ENSG00000004948","1","cogdnotxad","rosmap","ENSG00000004948","ENSG00000004948","void","1"
"ENSG00000122786","1","cogdnotxad","rosmap","ENSG00000122786","ENSG00000122786","skyblue","3.291e-06"
"ENSG00000183166","1","cogdnotxad","rosmap","ENSG00000183166","ENSG00000183166","greenyellow","0.2597"
"ENSG00000128595","1","cogdnotxad","rosmap","ENSG00000128595","ENSG00000128595","magenta","1.356e-05"
"ENSG00000058404","1","cogdnotxad","rosmap","ENSG00000058404","ENSG00000058404","brown4","0.5351"
"ENSG00000198898","1","cogdnotxad","rosmap","ENSG00000198898","ENSG00000198898","plum1","2.509e-14"
"ENSG00000198286","1","cogdnotxad","rosmap","ENSG00000198286","ENSG00000198286","red","0.004044"
"ENSG00000127995","1","cogdnotxad","rosmap","ENSG00000127995","ENSG00000127995","darkorange2","0.001981"
"ENSG00000106144","1","cogdnotxad","rosmap","ENSG00000106144","ENSG00000106144","yellow","0.9861"
"ENSG00000105974","1","cogdnotxad","rosmap","ENSG00000105974","ENSG00000105974","skyblue","3.291e-06"
"ENSG00000105971","1","cogdnotxad","rosmap","ENSG00000105971","ENSG00000105971","skyblue","3.291e-06"
"ENSG00000105879","1","cogdnotxad","rosmap","ENSG00000105879","ENSG00000105879","plum1","2.509e-14"
"ENSG00000122565","1","cogdnotxad","rosmap","ENSG00000122565","ENSG00000122565","plum1","2.509e-14"
"ENSG00000169193","1","cogdnotxad","rosmap","ENSG00000169193","ENSG00000169193","green","0.003341"
"ENSG00000180347","1","cogdnotxad","rosmap","ENSG00000180347","ENSG00000180347","void","1"
"ENSG00000004766","1","cogdnotxad","rosmap","ENSG00000004766","ENSG00000004766","green","0.003341"
"ENSG00000128596","1","cogdnotxad","rosmap","ENSG00000128596","ENSG00000128596","lavenderblush3","0.0507"
"ENSG00000135205","1","cogdnotxad","rosmap","ENSG00000135205","ENSG00000135205","thistle1","0.003231"
"ENSG00000106178","1","cogdnotxad","rosmap","ENSG00000106178","ENSG00000106178","void","1"
"ENSG00000006606","1","cogdnotxad","rosmap","ENSG00000006606","ENSG00000006606","void","1"
"ENSG00000136280","1","cogdnotxad","rosmap","ENSG00000136280","ENSG00000136280","brown4","0.5351"
"ENSG00000146731","1","cogdnotxad","rosmap","ENSG00000146731","ENSG00000146731","plum2","0.003351"
"CCT8L1","1","cogdnotxad","rosmap","CCT8L1","CCT8L1","void","1"
"ENSG00000135218","1","cogdnotxad","rosmap","ENSG00000135218","ENSG00000135218","void","1"
"CDC2L5","1","cogdnotxad","rosmap","CDC2L5","CDC2L5","void","1"
"ENSG00000164649","1","cogdnotxad","rosmap","ENSG00000164649","ENSG00000164649","pink","4.708e-05"
"ENSG00000164885","1","cogdnotxad","rosmap","ENSG00000164885","ENSG00000164885","cyan","0.7456"
"ENSG00000105810","1","cogdnotxad","rosmap","ENSG00000105810","ENSG00000105810","pink","4.708e-05"
"CENTA1","1","cogdnotxad","rosmap","CENTA1","CENTA1","void","1"
"CENTG3","1","cogdnotxad","rosmap","CENTG3","CENTG3","void","1"
"ENSG00000001626","1","cogdnotxad","rosmap","ENSG00000001626","ENSG00000001626","void","1"
"ENSG00000106153","1","cogdnotxad","rosmap","ENSG00000106153","ENSG00000106153","royalblue","0.0004978"
"ENSG00000106554","1","cogdnotxad","rosmap","ENSG00000106554","ENSG00000106554","lightcyan1","0.1708"
"ENSG00000106069","1","cogdnotxad","rosmap","ENSG00000106069","ENSG00000106069","pink","4.708e-05"
"ENSG00000181072","1","cogdnotxad","rosmap","ENSG00000181072","ENSG00000181072","grey60","1"
"ENSG00000136213","1","cogdnotxad","rosmap","ENSG00000136213","ENSG00000136213","orange","0.9852"
"ENSG00000188037","1","cogdnotxad","rosmap","ENSG00000188037","ENSG00000188037","void","1"
"ENSG00000157224","1","cogdnotxad","rosmap","ENSG00000157224","ENSG00000157224","brown","1"
"ENSG00000106404","1","cogdnotxad","rosmap","ENSG00000106404","ENSG00000106404","brown","1"
"ENSG00000165215","1","cogdnotxad","rosmap","ENSG00000165215","ENSG00000165215","void","1"
"ENSG00000189143","1","cogdnotxad","rosmap","ENSG00000189143","ENSG00000189143","white","0.3026"
"ENSG00000236279","1","cogdnotxad","rosmap","ENSG00000236279","ENSG00000236279","lightgreen","0.8457"
"ENSG00000261180","1","cogdnotxad","rosmap","ENSG00000261180","ENSG00000261180","void","1"
"ENSG00000106665","1","cogdnotxad","rosmap","ENSG00000106665","ENSG00000106665","white","0.3026"
"ENSG00000080802","1","cogdnotxad","rosmap","ENSG00000080802","ENSG00000080802","green","0.003341"
"ENSG00000146910","1","cogdnotxad","rosmap","ENSG00000146910","ENSG00000146910","void","1"
"ENSG00000166997","1","cogdnotxad","rosmap","ENSG00000166997","ENSG00000166997","lightcyan1","0.1708"
"ENSG00000174469","1","cogdnotxad","rosmap","ENSG00000174469","ENSG00000174469","thistle1","0.003231"
"ENSG00000106078","1","cogdnotxad","rosmap","ENSG00000106078","ENSG00000106078","salmon","2.443e-07"
"ENSG00000164597","1","cogdnotxad","rosmap","ENSG00000164597","ENSG00000164597","plum1","2.509e-14"
"ENSG00000164692","1","cogdnotxad","rosmap","ENSG00000164692","ENSG00000164692","skyblue","3.291e-06"
"ENSG00000215018","1","cogdnotxad","rosmap","ENSG00000215018","ENSG00000215018","orange","0.9852"
"ENSG00000266779","1","cogdnotxad","rosmap","ENSG00000266779","ENSG00000266779","void","1"
"ENSG00000168090","1","cogdnotxad","rosmap","ENSG00000168090","ENSG00000168090","steelblue","0.05112"
"ENSG00000240230","1","cogdnotxad","rosmap","ENSG00000240230","ENSG00000240230","brown","1"
"ENSG00000264509","1","cogdnotxad","rosmap","ENSG00000264509","ENSG00000264509","void","1"
"ENSG00000158516","1","cogdnotxad","rosmap","ENSG00000158516","ENSG00000158516","void","1"
"ENSG00000128510","1","cogdnotxad","rosmap","ENSG00000128510","ENSG00000128510","void","1"
"ENSG00000266292","1","cogdnotxad","rosmap","ENSG00000266292","ENSG00000266292","void","1"
"ENSG00000160917","1","cogdnotxad","rosmap","ENSG00000160917","ENSG00000160917","blue","0.9971"
"ENSG00000106066","1","cogdnotxad","rosmap","ENSG00000106066","ENSG00000106066","tan","7.401e-07"
"ENSG00000182158","1","cogdnotxad","rosmap","ENSG00000182158","ENSG00000182158","skyblue","3.291e-06"
"ENSG00000146592","1","cogdnotxad","rosmap","ENSG00000146592","ENSG00000146592","bisque4","0.8572"
"ENSG00000106113","1","cogdnotxad","rosmap","ENSG00000106113","ENSG00000106113","darkolivegreen","0.09873"
"ENSG00000005469","1","cogdnotxad","rosmap","ENSG00000005469","ENSG00000005469","royalblue","0.0004978"
"ENSG00000127377","1","cogdnotxad","rosmap","ENSG00000127377","ENSG00000127377","void","1"
"CSGlcA-T","1","cogdnotxad","rosmap","CSGlcA-T","CSGlcA-T","void","1"
"CTAGE4-1","1","cogdnotxad","rosmap","CTAGE4-1","CTAGE4-1","void","1"
"ENSG00000271321","1","cogdnotxad","rosmap","ENSG00000271321","ENSG00000271321","void","1"
"ENSG00000077063","1","cogdnotxad","rosmap","ENSG00000077063","ENSG00000077063","pink","4.708e-05"
"ENSG00000055130","1","cogdnotxad","rosmap","ENSG00000055130","ENSG00000055130","darkorange","0.7711"
"ENSG00000259938","1","cogdnotxad","rosmap","ENSG00000259938","ENSG00000259938","void","1"
"ENSG00000172115","1","cogdnotxad","rosmap","ENSG00000172115","ENSG00000172115","plum1","2.509e-14"
"ENSG00000073067","1","cogdnotxad","rosmap","ENSG00000073067","ENSG00000073067","void","1"
"ENSG00000160868","1","cogdnotxad","rosmap","ENSG00000160868","ENSG00000160868","void","1"
"ENSG00000021461","1","cogdnotxad","rosmap","ENSG00000021461","ENSG00000021461","void","1"
"ENSG00000106258","1","cogdnotxad","rosmap","ENSG00000106258","ENSG00000106258","turquoise","1"
"ENSG00000160870","1","cogdnotxad","rosmap","ENSG00000160870","ENSG00000160870","void","1"
"ENSG00000001630","1","cogdnotxad","rosmap","ENSG00000001630","ENSG00000001630","darkturquoise","0.3335"
"ENSG00000164535","1","cogdnotxad","rosmap","ENSG00000164535","ENSG00000164535","darkorange","0.7711"
"ENSG00000006634","1","cogdnotxad","rosmap","ENSG00000006634","ENSG00000006634","blue","0.9971"
